Uur,Levering [kWh],Teruglevering [kWh]
14-11-2024 15:15 tot 15:30,1.42974,0.0
14-11-2024 15:30 tot 15:45,1.12554,0.0
14-11-2024 15:45 tot 16:00,0.73008,0.0
14-11-2024 16:00 tot 16:15,1.33848,0.0
14-11-2024 16:15 tot 16:30,1.9773,0.0
14-11-2024 16:30 tot 16:45,1.8252,0.0
14-11-2024 16:45 tot 17:00,1.64268,0.0
14-11-2024 17:00 tot 17:15,1.521,0.0
14-11-2024 17:15 tot 17:30,1.27764,0.0
14-11-2024 17:30 tot 17:45,1.33848,0.0
14-11-2024 17:45 tot 18:00,2.55528,0.0
14-11-2024 18:00 tot 18:15,10.7991,0.0
14-11-2024 18:15 tot 18:30,1.8252,0.0
14-11-2024 18:30 tot 18:45,1.64268,0.0
14-11-2024 18:45 tot 19:00,1.58184,0.0
14-11-2024 19:00 tot 19:15,1.64268,0.0
14-11-2024 19:15 tot 19:30,29.47698,0.0
14-11-2024 19:30 tot 19:45,21.32442,0.0
14-11-2024 19:45 tot 20:00,2.09898,0.0
14-11-2024 20:00 tot 20:15,3.16368,0.0
14-11-2024 20:15 tot 20:30,2.2815,0.0
14-11-2024 20:30 tot 20:45,2.64654,0.0
14-11-2024 20:45 tot 21:00,4.53258,0.0
14-11-2024 21:00 tot 21:15,37.78164,0.0
14-11-2024 21:15 tot 21:30,29.02068,0.0
14-11-2024 21:30 tot 21:45,8.0613,0.0
14-11-2024 21:45 tot 22:00,1.64268,0.0
14-11-2024 22:00 tot 22:15,3.55914,0.0
14-11-2024 22:15 tot 22:30,3.22452,0.0
14-11-2024 22:30 tot 22:45,1.39932,0.0
14-11-2024 22:45 tot 23:00,1.64268,0.0
14-11-2024 23:00 tot 23:15,1.8252,0.0
14-11-2024 23:15 tot 23:30,1.6731,0.0
14-11-2024 23:30 tot 23:45,1.30806,0.0
14-11-2024 23:45 tot 00:00,1.46016,0.0
15-11-2024 00:00 tot 00:15,1.39932,0.0
15-11-2024 00:15 tot 00:30,1.521,0.0
15-11-2024 00:30 tot 00:45,1.09512,0.0
15-11-2024 00:45 tot 01:00,1.03428,0.0
15-11-2024 01:00 tot 01:15,1.00386,0.0
15-11-2024 01:15 tot 01:30,1.00386,0.0
15-11-2024 01:30 tot 01:45,1.30806,0.0
15-11-2024 01:45 tot 02:00,1.03428,0.0
15-11-2024 02:00 tot 02:15,1.15596,0.0
15-11-2024 02:15 tot 02:30,1.03428,0.0
15-11-2024 02:30 tot 02:45,1.0647,0.0
15-11-2024 02:45 tot 03:00,1.2168,0.0
15-11-2024 03:00 tot 03:15,0.94302,0.0
15-11-2024 03:15 tot 03:30,1.03428,0.0
15-11-2024 03:30 tot 03:45,0.94302,0.0
15-11-2024 03:45 tot 04:00,1.03428,0.0
15-11-2024 04:00 tot 04:15,1.00386,0.0
15-11-2024 04:15 tot 04:30,0.97344,0.0
15-11-2024 04:30 tot 04:45,0.97344,0.0
15-11-2024 04:45 tot 05:00,0.94302,0.0
15-11-2024 05:00 tot 05:15,1.03428,0.0
15-11-2024 05:15 tot 05:30,1.03428,0.0
15-11-2024 05:30 tot 05:45,1.3689,0.0
15-11-2024 05:45 tot 06:00,1.12554,0.0
15-11-2024 06:00 tot 06:15,1.24722,0.0
15-11-2024 06:15 tot 06:30,1.15596,0.0
15-11-2024 06:30 tot 06:45,1.24722,0.0
15-11-2024 06:45 tot 07:00,1.88604,0.0
15-11-2024 07:00 tot 07:15,1.64268,0.0
15-11-2024 07:15 tot 07:30,1.33848,0.0
15-11-2024 07:30 tot 07:45,1.70352,0.0
15-11-2024 07:45 tot 08:00,1.49058,0.0
15-11-2024 08:00 tot 08:15,1.42974,0.0
15-11-2024 08:15 tot 08:30,1.55142,0.0
15-11-2024 08:30 tot 08:45,1.27764,0.0
15-11-2024 08:45 tot 09:00,2.34234,0.0
15-11-2024 09:00 tot 09:15,33.70536,0.0
15-11-2024 09:15 tot 09:30,16.2747,0.0
15-11-2024 09:30 tot 09:45,16.94394,0.0
15-11-2024 09:45 tot 10:00,9.49104,0.0
15-11-2024 10:00 tot 10:15,16.03134,0.0
15-11-2024 10:15 tot 10:30,21.23316,0.0
15-11-2024 10:30 tot 10:45,3.71124,0.0
15-11-2024 10:45 tot 11:00,49.00662,0.0
15-11-2024 11:00 tot 11:15,14.35824,0.0
15-11-2024 11:15 tot 11:30,11.80296,0.0
15-11-2024 11:30 tot 11:45,2.1294,0.0
15-11-2024 11:45 tot 12:00,0.97344,0.0
15-11-2024 12:00 tot 12:15,19.68174,0.0
15-11-2024 12:15 tot 12:30,47.6073,0.0
15-11-2024 12:30 tot 12:45,7.27038,0.0
15-11-2024 12:45 tot 13:00,1.03428,0.0
15-11-2024 13:00 tot 13:15,29.47698,0.0
15-11-2024 13:15 tot 13:30,66.40686,0.0
15-11-2024 13:30 tot 13:45,41.6754,0.0
15-11-2024 13:45 tot 14:00,29.44656,0.0
15-11-2024 14:00 tot 14:15,16.97436,0.0
15-11-2024 14:15 tot 14:30,4.7151,0.0
15-11-2024 14:30 tot 14:45,4.35006,0.0
15-11-2024 14:45 tot 15:00,4.01544,0.0
15-11-2024 15:00 tot 15:15,8.12214,0.0
15-11-2024 15:15 tot 15:30,15.87924,0.0
15-11-2024 15:30 tot 15:45,9.82566,0.0
15-11-2024 15:45 tot 16:00,1.46016,0.0
15-11-2024 16:00 tot 16:15,3.89376,0.0
15-11-2024 16:15 tot 16:30,6.20568,0.0
15-11-2024 16:30 tot 16:45,1.55142,0.0
15-11-2024 16:45 tot 17:00,15.14916,0.0
15-11-2024 17:00 tot 17:15,23.33214,0.0
15-11-2024 17:15 tot 17:30,1.70352,0.0
15-11-2024 17:30 tot 17:45,2.03814,0.0
15-11-2024 17:45 tot 18:00,1.91646,0.0
15-11-2024 18:00 tot 18:15,1.6731,0.0
15-11-2024 18:15 tot 18:30,4.95846,0.0
15-11-2024 18:30 tot 18:45,2.09898,0.0
15-11-2024 18:45 tot 19:00,1.27764,0.0
15-11-2024 19:00 tot 19:15,1.85562,0.0
15-11-2024 19:15 tot 19:30,1.85562,0.0
15-11-2024 19:30 tot 19:45,1.85562,0.0
15-11-2024 19:45 tot 20:00,1.9773,0.0
15-11-2024 20:00 tot 20:15,1.27764,0.0
15-11-2024 20:15 tot 20:30,1.6731,0.0
15-11-2024 20:30 tot 20:45,1.49058,0.0
15-11-2024 20:45 tot 21:00,1.64268,0.0
15-11-2024 21:00 tot 21:15,1.3689,0.0
15-11-2024 21:15 tot 21:30,1.73394,0.0
15-11-2024 21:30 tot 21:45,1.61226,0.0
15-11-2024 21:45 tot 22:00,2.46402,0.0
15-11-2024 22:00 tot 22:15,2.49444,0.0
15-11-2024 22:15 tot 22:30,1.70352,0.0
15-11-2024 22:30 tot 22:45,1.24722,0.0
15-11-2024 22:45 tot 23:00,1.18638,0.0
15-11-2024 23:00 tot 23:15,1.24722,0.0
15-11-2024 23:15 tot 23:30,1.27764,0.0
15-11-2024 23:30 tot 23:45,1.3689,0.0
15-11-2024 23:45 tot 00:00,2.06856,0.0
16-11-2024 00:00 tot 00:15,1.79478,0.0
16-11-2024 00:15 tot 00:30,2.06856,0.0
16-11-2024 00:30 tot 00:45,4.28922,0.0
16-11-2024 00:45 tot 01:00,2.09898,0.0
16-11-2024 01:00 tot 01:15,1.15596,0.0
16-11-2024 01:15 tot 01:30,1.2168,0.0
16-11-2024 01:30 tot 01:45,5.29308,0.0
16-11-2024 01:45 tot 02:00,3.28536,0.0
16-11-2024 02:00 tot 02:15,1.12554,0.0
16-11-2024 02:15 tot 02:30,0.97344,0.0
16-11-2024 02:30 tot 02:45,1.09512,0.0
16-11-2024 02:45 tot 03:00,1.27764,0.0
16-11-2024 03:00 tot 03:15,1.3689,0.0
16-11-2024 03:15 tot 03:30,1.76436,0.0
16-11-2024 03:30 tot 03:45,1.39932,0.0
16-11-2024 03:45 tot 04:00,1.15596,0.0
16-11-2024 04:00 tot 04:15,1.15596,0.0
16-11-2024 04:15 tot 04:30,1.2168,0.0
16-11-2024 04:30 tot 04:45,1.33848,0.0
16-11-2024 04:45 tot 05:00,1.24722,0.0
16-11-2024 05:00 tot 05:15,1.0647,0.0
16-11-2024 05:15 tot 05:30,1.00386,0.0
16-11-2024 05:30 tot 05:45,1.18638,0.0
16-11-2024 05:45 tot 06:00,1.18638,0.0
16-11-2024 06:00 tot 06:15,1.15596,0.0
16-11-2024 06:15 tot 06:30,1.2168,0.0
16-11-2024 06:30 tot 06:45,1.2168,0.0
16-11-2024 06:45 tot 07:00,1.15596,0.0
16-11-2024 07:00 tot 07:15,1.46016,0.0
16-11-2024 07:15 tot 07:30,1.73394,0.0
16-11-2024 07:30 tot 07:45,1.55142,0.0
16-11-2024 07:45 tot 08:00,1.521,0.0
16-11-2024 08:00 tot 08:15,1.55142,0.0
16-11-2024 08:15 tot 08:30,1.70352,0.0
16-11-2024 08:30 tot 08:45,1.521,0.0
16-11-2024 08:45 tot 09:00,4.2588,0.0
16-11-2024 09:00 tot 09:15,17.52192,0.0
16-11-2024 09:15 tot 09:30,14.32782,0.0
16-11-2024 09:30 tot 09:45,7.36164,0.0
16-11-2024 09:45 tot 10:00,1.24722,0.0
16-11-2024 10:00 tot 10:15,1.55142,0.0
16-11-2024 10:15 tot 10:30,2.25108,0.0
16-11-2024 10:30 tot 10:45,1.79478,0.0
16-11-2024 10:45 tot 11:00,1.15596,0.0
16-11-2024 11:00 tot 11:15,1.12554,0.0
16-11-2024 11:15 tot 11:30,16.03134,0.0
16-11-2024 11:30 tot 11:45,25.5528,0.0
16-11-2024 11:45 tot 12:00,16.85268,0.0
16-11-2024 12:00 tot 12:15,15.0579,0.0
16-11-2024 12:15 tot 12:30,4.07628,0.0
16-11-2024 12:30 tot 12:45,1.73394,0.0
16-11-2024 12:45 tot 13:00,2.95074,0.0
16-11-2024 13:00 tot 13:15,4.98888,0.0
16-11-2024 13:15 tot 13:30,1.79478,0.0
16-11-2024 13:30 tot 13:45,1.91646,0.0
16-11-2024 13:45 tot 14:00,21.35484,0.0
16-11-2024 14:00 tot 14:15,33.70536,0.0
16-11-2024 14:15 tot 14:30,3.52872,0.0
16-11-2024 14:30 tot 14:45,12.168,0.0
16-11-2024 14:45 tot 15:00,7.23996,0.0
16-11-2024 15:00 tot 15:15,1.79478,0.0
16-11-2024 15:15 tot 15:30,1.79478,0.0
16-11-2024 15:30 tot 15:45,2.37276,0.0
16-11-2024 15:45 tot 16:00,2.06856,0.0
16-11-2024 16:00 tot 16:15,6.14484,0.0
16-11-2024 16:15 tot 16:30,13.41522,0.0
16-11-2024 16:30 tot 16:45,2.85948,0.0
16-11-2024 16:45 tot 17:00,1.8252,0.0
16-11-2024 17:00 tot 17:15,1.46016,0.0
16-11-2024 17:15 tot 17:30,1.70352,0.0
16-11-2024 17:30 tot 17:45,1.521,0.0
16-11-2024 17:45 tot 18:00,1.46016,0.0
16-11-2024 18:00 tot 18:15,1.58184,0.0
16-11-2024 18:15 tot 18:30,1.30806,0.0
16-11-2024 18:30 tot 18:45,1.2168,0.0
16-11-2024 18:45 tot 19:00,1.55142,0.0
16-11-2024 19:00 tot 19:15,1.58184,0.0
16-11-2024 19:15 tot 19:30,2.06856,0.0
16-11-2024 19:30 tot 19:45,2.15982,0.0
16-11-2024 19:45 tot 20:00,1.42974,0.0
16-11-2024 20:00 tot 20:15,1.27764,0.0
16-11-2024 20:15 tot 20:30,1.42974,0.0
16-11-2024 20:30 tot 20:45,1.15596,0.0
16-11-2024 20:45 tot 21:00,1.49058,0.0
16-11-2024 21:00 tot 21:15,1.2168,0.0
16-11-2024 21:15 tot 21:30,1.24722,0.0
16-11-2024 21:30 tot 21:45,1.2168,0.0
16-11-2024 21:45 tot 22:00,1.09512,0.0
16-11-2024 22:00 tot 22:15,1.2168,0.0
16-11-2024 22:15 tot 22:30,1.27764,0.0
16-11-2024 22:30 tot 22:45,1.18638,0.0
16-11-2024 22:45 tot 23:00,1.2168,0.0
16-11-2024 23:00 tot 23:15,1.0647,0.0
16-11-2024 23:15 tot 23:30,1.09512,0.0
16-11-2024 23:30 tot 23:45,1.33848,0.0
16-11-2024 23:45 tot 00:00,1.2168,0.0
17-11-2024 00:00 tot 00:15,8.85222,0.0
17-11-2024 00:15 tot 00:30,26.34372,0.0
17-11-2024 00:30 tot 00:45,10.67742,0.0
17-11-2024 00:45 tot 01:00,1.09512,0.0
17-11-2024 01:00 tot 01:15,1.24722,0.0
17-11-2024 01:15 tot 01:30,3.71124,0.0
17-11-2024 01:30 tot 01:45,13.3848,0.0
17-11-2024 01:45 tot 02:00,27.40842,0.0
17-11-2024 02:00 tot 02:15,7.7571,0.0
17-11-2024 02:15 tot 02:30,1.39932,0.0
17-11-2024 02:30 tot 02:45,1.15596,0.0
17-11-2024 02:45 tot 03:00,2.5857,0.0
17-11-2024 03:00 tot 03:15,1.03428,0.0
17-11-2024 03:15 tot 03:30,1.03428,0.0
17-11-2024 03:30 tot 03:45,1.33848,0.0
17-11-2024 03:45 tot 04:00,1.2168,0.0
17-11-2024 04:00 tot 04:15,1.12554,0.0
17-11-2024 04:15 tot 04:30,1.18638,0.0
17-11-2024 04:30 tot 04:45,1.15596,0.0
17-11-2024 04:45 tot 05:00,1.09512,0.0
17-11-2024 05:00 tot 05:15,1.03428,0.0
17-11-2024 05:15 tot 05:30,1.09512,0.0
17-11-2024 05:30 tot 05:45,1.09512,0.0
17-11-2024 05:45 tot 06:00,1.15596,0.0
17-11-2024 06:00 tot 06:15,1.12554,0.0
17-11-2024 06:15 tot 06:30,1.15596,0.0
17-11-2024 06:30 tot 06:45,1.0647,0.0
17-11-2024 06:45 tot 07:00,1.03428,0.0
17-11-2024 07:00 tot 07:15,1.0647,0.0
17-11-2024 07:15 tot 07:30,1.12554,0.0
17-11-2024 07:30 tot 07:45,1.33848,0.0
17-11-2024 07:45 tot 08:00,1.42974,0.0
17-11-2024 08:00 tot 08:15,1.18638,0.0
17-11-2024 08:15 tot 08:30,1.15596,0.0
17-11-2024 08:30 tot 08:45,1.00386,0.0
17-11-2024 08:45 tot 09:00,1.15596,0.0
17-11-2024 09:00 tot 09:15,0.48672,0.0
17-11-2024 09:15 tot 09:30,0.94302,0.0
17-11-2024 09:30 tot 09:45,0.54756,0.0
17-11-2024 09:45 tot 10:00,0.27378,0.118343195266272
17-11-2024 10:00 tot 10:15,0.1521,0.118343195266272
17-11-2024 10:15 tot 10:30,0.1521,0.0591715976331361
17-11-2024 10:30 tot 10:45,1.15596,0.0
17-11-2024 10:45 tot 11:00,1.09512,0.0
17-11-2024 11:00 tot 11:15,1.46016,0.029585798816568
17-11-2024 11:15 tot 11:30,0.21294,0.14792899408284
17-11-2024 11:30 tot 11:45,0.24336,0.0887573964497041
17-11-2024 11:45 tot 12:00,0.85176,0.14792899408284
17-11-2024 12:00 tot 12:15,3.25494,0.0
17-11-2024 12:15 tot 12:30,5.6277,0.0591715976331361
17-11-2024 12:30 tot 12:45,11.2554,0.0
17-11-2024 12:45 tot 13:00,2.76822,0.0
17-11-2024 13:00 tot 13:15,1.46016,0.0
17-11-2024 13:15 tot 13:30,0.21294,0.177514792899408
17-11-2024 13:30 tot 13:45,7.78752,0.0
17-11-2024 13:45 tot 14:00,12.35052,0.0
17-11-2024 14:00 tot 14:15,15.17958,0.0
17-11-2024 14:15 tot 14:30,19.1646,0.0
17-11-2024 14:30 tot 14:45,14.32782,0.0
17-11-2024 14:45 tot 15:00,11.80296,0.0
17-11-2024 15:00 tot 15:15,7.84836,0.0
17-11-2024 15:15 tot 15:30,4.1067,0.0
17-11-2024 15:30 tot 15:45,1.88604,0.0
17-11-2024 15:45 tot 16:00,2.06856,0.0
17-11-2024 16:00 tot 16:15,2.40318,0.0
17-11-2024 16:15 tot 16:30,3.042,0.0
17-11-2024 16:30 tot 16:45,14.84496,0.0
17-11-2024 16:45 tot 17:00,12.44178,0.0
17-11-2024 17:00 tot 17:15,7.4529,0.0
17-11-2024 17:15 tot 17:30,3.98502,0.0
17-11-2024 17:30 tot 17:45,2.06856,0.0
17-11-2024 17:45 tot 18:00,1.79478,0.0
17-11-2024 18:00 tot 18:15,1.55142,0.0
17-11-2024 18:15 tot 18:30,2.7378,0.0
17-11-2024 18:30 tot 18:45,2.8899,0.0
17-11-2024 18:45 tot 19:00,2.22066,0.0
17-11-2024 19:00 tot 19:15,1.88604,0.0
17-11-2024 19:15 tot 19:30,3.8025,0.0
17-11-2024 19:30 tot 19:45,3.43746,0.0
17-11-2024 19:45 tot 20:00,1.33848,0.0
17-11-2024 20:00 tot 20:15,1.70352,0.0
17-11-2024 20:15 tot 20:30,1.3689,0.0
17-11-2024 20:30 tot 20:45,1.30806,0.0
17-11-2024 20:45 tot 21:00,2.22066,0.0
17-11-2024 21:00 tot 21:15,2.34234,0.0
17-11-2024 21:15 tot 21:30,2.25108,0.0
17-11-2024 21:30 tot 21:45,3.1941,0.0
17-11-2024 21:45 tot 22:00,4.65426,0.0
17-11-2024 22:00 tot 22:15,4.53258,0.0
17-11-2024 22:15 tot 22:30,2.92032,0.0
17-11-2024 22:30 tot 22:45,6.32736,0.0
17-11-2024 22:45 tot 23:00,8.42634,0.0
17-11-2024 23:00 tot 23:15,4.22838,0.0
17-11-2024 23:15 tot 23:30,3.46788,0.0
17-11-2024 23:30 tot 23:45,3.37662,0.0
17-11-2024 23:45 tot 00:00,3.71124,0.0
18-11-2024 00:00 tot 00:15,1.12554,0.0
18-11-2024 00:15 tot 00:30,1.42974,0.0
18-11-2024 00:30 tot 00:45,1.3689,0.0
18-11-2024 00:45 tot 01:00,1.12554,0.0
18-11-2024 01:00 tot 01:15,1.0647,0.0
18-11-2024 01:15 tot 01:30,6.05358,0.0
18-11-2024 01:30 tot 01:45,7.69626,0.0
18-11-2024 01:45 tot 02:00,7.63542,0.0
18-11-2024 02:00 tot 02:15,5.0193,0.0
18-11-2024 02:15 tot 02:30,1.12554,0.0
18-11-2024 02:30 tot 02:45,1.30806,0.0
18-11-2024 02:45 tot 03:00,1.15596,0.0
18-11-2024 03:00 tot 03:15,1.09512,0.0
18-11-2024 03:15 tot 03:30,1.09512,0.0
18-11-2024 03:30 tot 03:45,1.0647,0.0
18-11-2024 03:45 tot 04:00,1.09512,0.0
18-11-2024 04:00 tot 04:15,1.0647,0.0
18-11-2024 04:15 tot 04:30,1.18638,0.0
18-11-2024 04:30 tot 04:45,1.12554,0.0
18-11-2024 04:45 tot 05:00,1.18638,0.0
18-11-2024 05:00 tot 05:15,1.00386,0.0
18-11-2024 05:15 tot 05:30,1.64268,0.0
18-11-2024 05:30 tot 05:45,1.30806,0.0
18-11-2024 05:45 tot 06:00,19.83384,0.0
18-11-2024 06:00 tot 06:15,18.64746,0.0
18-11-2024 06:15 tot 06:30,9.33894,0.0
18-11-2024 06:30 tot 06:45,1.42974,0.0
18-11-2024 06:45 tot 07:00,1.58184,0.0
18-11-2024 07:00 tot 07:15,1.64268,0.0
18-11-2024 07:15 tot 07:30,1.521,0.0
18-11-2024 07:30 tot 07:45,12.44178,0.0
18-11-2024 07:45 tot 08:00,23.05836,0.0
18-11-2024 08:00 tot 08:15,14.69286,0.0
18-11-2024 08:15 tot 08:30,7.08786,0.0
18-11-2024 08:30 tot 08:45,10.3428,0.0
18-11-2024 08:45 tot 09:00,21.9024,0.0
18-11-2024 09:00 tot 09:15,23.54508,0.0
18-11-2024 09:15 tot 09:30,9.06516,0.0
18-11-2024 09:30 tot 09:45,8.79138,0.0
18-11-2024 09:45 tot 10:00,6.47946,0.0
18-11-2024 10:00 tot 10:15,2.55528,0.0
18-11-2024 10:15 tot 10:30,34.46586,0.0
18-11-2024 10:30 tot 10:45,47.97234,0.0
18-11-2024 10:45 tot 11:00,11.31624,0.0
18-11-2024 11:00 tot 11:15,1.55142,0.0591715976331361
18-11-2024 11:15 tot 11:30,0.21294,0.118343195266272
18-11-2024 11:30 tot 11:45,22.54122,0.0887573964497041
18-11-2024 11:45 tot 12:00,40.06314,0.0
18-11-2024 12:00 tot 12:15,22.90626,0.0
18-11-2024 12:15 tot 12:30,7.93962,0.0
18-11-2024 12:30 tot 12:45,7.05744,0.0
18-11-2024 12:45 tot 13:00,18.89082,0.029585798816568
18-11-2024 13:00 tot 13:15,20.65518,0.029585798816568
18-11-2024 13:15 tot 13:30,35.68266,0.0
18-11-2024 13:30 tot 13:45,31.3326,0.0
18-11-2024 13:45 tot 14:00,33.94872,0.0
18-11-2024 14:00 tot 14:15,33.82704,0.0
18-11-2024 14:15 tot 14:30,26.40456,0.0
18-11-2024 14:30 tot 14:45,15.11874,0.0
18-11-2024 14:45 tot 15:00,15.24042,0.0
18-11-2024 15:00 tot 15:15,7.02702,0.0
18-11-2024 15:15 tot 15:30,2.85948,0.0
18-11-2024 15:30 tot 15:45,2.03814,0.0
18-11-2024 15:45 tot 16:00,1.42974,0.0
18-11-2024 16:00 tot 16:15,1.88604,0.0
18-11-2024 16:15 tot 16:30,1.61226,0.0
18-11-2024 16:30 tot 16:45,1.3689,0.0
18-11-2024 16:45 tot 17:00,11.77254,0.0
18-11-2024 17:00 tot 17:15,33.67494,0.0
18-11-2024 17:15 tot 17:30,33.462,0.0
18-11-2024 17:30 tot 17:45,16.33554,0.0
18-11-2024 17:45 tot 18:00,22.0545,0.0
18-11-2024 18:00 tot 18:15,19.4688,0.0
18-11-2024 18:15 tot 18:30,21.84156,0.0
18-11-2024 18:30 tot 18:45,29.29446,0.0
18-11-2024 18:45 tot 19:00,10.61658,0.0
18-11-2024 19:00 tot 19:15,2.00772,0.0
18-11-2024 19:15 tot 19:30,1.91646,0.0
18-11-2024 19:30 tot 19:45,1.76436,0.0
18-11-2024 19:45 tot 20:00,1.76436,0.0
18-11-2024 20:00 tot 20:15,1.70352,0.0
18-11-2024 20:15 tot 20:30,1.64268,0.0
18-11-2024 20:30 tot 20:45,1.2168,0.0
18-11-2024 20:45 tot 21:00,4.44132,0.0
18-11-2024 21:00 tot 21:15,11.77254,0.0
18-11-2024 21:15 tot 21:30,8.76096,0.0
18-11-2024 21:30 tot 21:45,2.85948,0.0
18-11-2024 21:45 tot 22:00,1.3689,0.0
18-11-2024 22:00 tot 22:15,1.39932,0.0
18-11-2024 22:15 tot 22:30,1.42974,0.0
18-11-2024 22:30 tot 22:45,1.18638,0.0
18-11-2024 22:45 tot 23:00,1.39932,0.0
18-11-2024 23:00 tot 23:15,1.58184,0.0
18-11-2024 23:15 tot 23:30,1.30806,0.0
18-11-2024 23:30 tot 23:45,1.24722,0.0
18-11-2024 23:45 tot 00:00,1.30806,0.0
19-11-2024 00:00 tot 00:15,1.76436,0.0
19-11-2024 00:15 tot 00:30,1.3689,0.0
19-11-2024 00:30 tot 00:45,1.15596,0.0
19-11-2024 00:45 tot 01:00,1.0647,0.0
19-11-2024 01:00 tot 01:15,1.18638,0.0
19-11-2024 01:15 tot 01:30,1.12554,0.0
19-11-2024 01:30 tot 01:45,1.15596,0.0
19-11-2024 01:45 tot 02:00,1.2168,0.0
19-11-2024 02:00 tot 02:15,1.03428,0.0
19-11-2024 02:15 tot 02:30,1.0647,0.0
19-11-2024 02:30 tot 02:45,1.12554,0.0
19-11-2024 02:45 tot 03:00,1.09512,0.0
19-11-2024 03:00 tot 03:15,1.0647,0.0
19-11-2024 03:15 tot 03:30,1.0647,0.0
19-11-2024 03:30 tot 03:45,1.09512,0.0
19-11-2024 03:45 tot 04:00,1.12554,0.0
19-11-2024 04:00 tot 04:15,1.27764,0.0
19-11-2024 04:15 tot 04:30,1.30806,0.0
19-11-2024 04:30 tot 04:45,1.0647,0.0
19-11-2024 04:45 tot 05:00,5.04972,0.0
19-11-2024 05:00 tot 05:15,9.49104,0.0
19-11-2024 05:15 tot 05:30,2.67696,0.0
19-11-2024 05:30 tot 05:45,1.49058,0.0
19-11-2024 05:45 tot 06:00,1.30806,0.0
19-11-2024 06:00 tot 06:15,1.33848,0.0
19-11-2024 06:15 tot 06:30,2.79864,0.0
19-11-2024 06:30 tot 06:45,14.05404,0.0
19-11-2024 06:45 tot 07:00,5.87106,0.0
19-11-2024 07:00 tot 07:15,9.15642,0.0
19-11-2024 07:15 tot 07:30,7.81794,0.0
19-11-2024 07:30 tot 07:45,9.8865,0.0
19-11-2024 07:45 tot 08:00,14.57118,0.0
19-11-2024 08:00 tot 08:15,10.89036,0.0
19-11-2024 08:15 tot 08:30,5.71896,0.0
19-11-2024 08:30 tot 08:45,5.35392,0.0
19-11-2024 08:45 tot 09:00,14.35824,0.0
19-11-2024 09:00 tot 09:15,13.29354,0.0
19-11-2024 09:15 tot 09:30,25.30944,0.0
19-11-2024 09:30 tot 09:45,41.067,0.0
19-11-2024 09:45 tot 10:00,24.1839,0.0
19-11-2024 10:00 tot 10:15,6.57072,0.0
19-11-2024 10:15 tot 10:30,7.63542,0.0
19-11-2024 10:30 tot 10:45,13.01976,0.0
19-11-2024 10:45 tot 11:00,22.93668,0.0
19-11-2024 11:00 tot 11:15,20.71602,0.0
19-11-2024 11:15 tot 11:30,22.14576,0.0
19-11-2024 11:30 tot 11:45,38.4813,0.0
19-11-2024 11:45 tot 12:00,20.86812,0.0
19-11-2024 12:00 tot 12:15,11.16414,0.0
19-11-2024 12:15 tot 12:30,36.1998,0.0
19-11-2024 12:30 tot 12:45,48.15486,0.0
19-11-2024 12:45 tot 13:00,68.32332,0.0
19-11-2024 13:00 tot 13:15,71.85204,0.0
19-11-2024 13:15 tot 13:30,32.51898,0.0
19-11-2024 13:30 tot 13:45,22.44996,0.0
19-11-2024 13:45 tot 14:00,37.35576,0.0
19-11-2024 14:00 tot 14:15,51.53148,0.0
19-11-2024 14:15 tot 14:30,31.3326,0.0
19-11-2024 14:30 tot 14:45,19.37754,0.0
19-11-2024 14:45 tot 15:00,27.28674,0.0
19-11-2024 15:00 tot 15:15,25.73532,0.0
19-11-2024 15:15 tot 15:30,27.46926,0.0
19-11-2024 15:30 tot 15:45,43.37892,0.0
19-11-2024 15:45 tot 16:00,19.65132,0.0
19-11-2024 16:00 tot 16:15,30.29832,0.0
19-11-2024 16:15 tot 16:30,20.3814,0.0
19-11-2024 16:30 tot 16:45,23.51466,0.0
19-11-2024 16:45 tot 17:00,7.66584,0.0
19-11-2024 17:00 tot 17:15,1.58184,0.0
19-11-2024 17:15 tot 17:30,3.9546,0.0
19-11-2024 17:30 tot 17:45,8.85222,0.0
19-11-2024 17:45 tot 18:00,22.9671,0.0
19-11-2024 18:00 tot 18:15,33.9183,0.0
19-11-2024 18:15 tot 18:30,37.5687,0.0
19-11-2024 18:30 tot 18:45,13.62816,0.0
19-11-2024 18:45 tot 19:00,2.15982,0.0
19-11-2024 19:00 tot 19:15,1.94688,0.0
19-11-2024 19:15 tot 19:30,1.91646,0.0
19-11-2024 19:30 tot 19:45,3.74166,0.0
19-11-2024 19:45 tot 20:00,10.4949,0.0
19-11-2024 20:00 tot 20:15,9.21726,0.0
19-11-2024 20:15 tot 20:30,33.70536,0.0
19-11-2024 20:30 tot 20:45,22.75416,0.0
19-11-2024 20:45 tot 21:00,10.67742,0.0
19-11-2024 21:00 tot 21:15,1.61226,0.0
19-11-2024 21:15 tot 21:30,1.39932,0.0
19-11-2024 21:30 tot 21:45,1.79478,0.0
19-11-2024 21:45 tot 22:00,1.8252,0.0
19-11-2024 22:00 tot 22:15,1.9773,0.0
19-11-2024 22:15 tot 22:30,4.65426,0.0
19-11-2024 22:30 tot 22:45,1.30806,0.0
19-11-2024 22:45 tot 23:00,1.42974,0.0
19-11-2024 23:00 tot 23:15,1.24722,0.0
19-11-2024 23:15 tot 23:30,1.46016,0.0
19-11-2024 23:30 tot 23:45,1.49058,0.0
19-11-2024 23:45 tot 00:00,1.58184,0.0
